filename,totalTime,fish_name,PrePost,scorer,tot_time_w,tot_time_b,tot_time_wthigmo,tot_time_bthigmo,prop_w,prop_b,prop_wthigmo,prop_bthigmo,tot_transits,trans_w,trans_b,trans_wthigmo,trans_bthigmo,latency_w,latency_b,latency_wthigmo,latency_bthigmo
scoto_FRI_data/FRI_Scototaxis_ADAMS/gridded_commongarden_prescoto_beatrice_july_2018_na_na_wallcam_ADAMS.csv,625.869,beatrice,prescoto,NA,52.71599999999978,199.89700000000016,49.679000000000144,323.57699999999994,0.08422848870929824,0.3193911185887145,0.07937603556015739,0.5170043571418299,74,19,25,12,18,147.13100000000003,0,179.33300000000003,13.451
scoto_FRI_data/FRI_Scototaxis_ADAMS/gridded_commongarden_prescoto_becca_july_13_2018_na_na_wallcam_ADAMS.csv,657.5409999999999,becca,prescoto,ADAMS.csv,1.1229999999999905,7.2800000000000225,128.82,520.318,0.0017078782920000282,0.011071552952591584,0.1959117378231928,0.7913088309322157,69,1,3,32,33,345.915,13.994999999999997,46.196000000000005,0
scoto_FRI_data/FRI_Scototaxis_ADAMS/gridded_commongarden_prescoto_bella_july_13_2018_na_na_doorcam_ADAMS.csv,652.1800000000001,bella,prescoto,ADAMS.csv,0,12.047000000000097,0,640.1329999999999,0,0.018471894262320366,0,0.9815281057376796,18,0,9,0,9,NA,0,NA,0.8419999999999987
scoto_FRI_data/FRI_Scototaxis_ADAMS/gridded_commongarden_prescoto_bernadette_august_9_2018_na_na_doorcam_ADAMS.csv,621.1869999999999,bernadette,prescoto,ADAMS.csv,8.326999999999998,196.62199999999993,90.80199999999999,325.43600000000004,0.01340498110874825,0.316526263427921,0.14617498434448886,0.5238937711188419,56,7,20,10,19,206.588,3.463000000000001,0,5.420000000000002
scoto_FRI_data/FRI_Scototaxis_ADAMS/gridded_commongarden_prescoto_bernice_august_13_2018_na_na_wallcam_ADAMS.csv,642.018,bernice,prescoto,ADAMS.csv,21.851999999999997,182.90899999999993,132.61899999999994,304.6380000000001,0.03403642888517144,0.28489699665741447,0.20656585952418768,0.47450071493322626,101,12,31,20,38,0,1.3999999999999986,136.641,24.362999999999992
scoto_FRI_data/FRI_Scototaxis_ADAMS/gridded_commongarden_prescoto_blossom_july_10_2018_na_na_doorcam_ADAMS.csv,625.4979999999999,blossom,prescoto,ADAMS.csv,61.273000000000025,130.13500000000008,95.98600000000002,338.1039999999998,0.09795874647081211,0.2080502255802578,0.1534553267956093,0.5405357011533208,57,10,16,14,17,250.72099999999998,86.88499999999999,194.439,0
scoto_FRI_data/FRI_Scototaxis_ADAMS/gridded_commongarden_prescoto_carla_september_6_2018_na_na_doorcam_ADAMS.csv,705.6659999999999,carla,prescoto,ADAMS.csv,1.1169999999999618,87.66499999999996,113.40300000000015,503.4809999999999,0.001582901826076305,0.1242301598773357,0.16070350562447414,0.7134834326721139,73,1,17,20,35,381.524,5.962999999999997,95.00299999999999,0
scoto_FRI_data/FRI_Scototaxis_ADAMS/gridded_commongarden_prescoto_catalina_september_6_2018_na_na_wallcam_ADAMS.csv,636.3,catalina,prescoto,ADAMS.csv,26.361000000000075,217.007,45.43700000000001,347.4949999999999,0.04142857142857155,0.34104510451045106,0.07140814081408144,0.546118183246896,56,11,22,5,18,208.402,0,419.92400000000004,20.44
scoto_FRI_data/FRI_Scototaxis_ADAMS/gridded_commongarden_prescoto_charlotte_august_30_2018_na_na_doorcam_ADAMS.csv,622.86,charlotte,prescoto,ADAMS.csv,19.04100000000005,60.14499999999988,176.36400000000006,367.31000000000006,0.03057027261342846,0.09656263044664913,0.2831519121471921,0.5897151847927304,81,13,17,25,26,1.120000000000001,8.483999999999998,0,14.641000000000002
scoto_FRI_data/FRI_Scototaxis_ADAMS/gridded_commongarden_prescoto_chloe_august_30_2018_na_na_wallcam_ADAMS.csv,623.4200000000001,chloe,prescoto,ADAMS.csv,1.399000000000001,144.93199999999996,1.7199999999999136,475.36900000000014,0.0022440730165859306,0.23247890667607704,0.0027589746880111537,0.7625180456193258,47,1,23,1,22,124.96200000000002,28.36,522.2800000000001,0
scoto_FRI_data/FRI_Scototaxis_ADAMS/gridded_commongarden_prescoto_claire_august_30_2018_na_na_wallcam_ADAMS.csv,627.82,claire,prescoto,ADAMS.csv,44.797,149.04400000000007,137.44600000000014,296.53299999999984,0.07135325411742217,0.23739925456341,0.21892580675989953,0.4723216845592683,108,20,33,23,32,40.04,0,41.440000000000005,9.243000000000002
scoto_FRI_data/FRI_Scototaxis_ADAMS/gridded_commongarden_prescoto_daisy_august_30_2018_na_na_wallcam_ADAMS.csv,646.059,daisy,prescoto,ADAMS.csv,38.92700000000012,258.154,67.23899999999982,281.73900000000003,0.06025301094791671,0.39958270065117896,0.10407563395912729,0.4360886544417771,94,16,32,16,30,3.9200000000000017,0,7.560000000000002,17.64
scoto_FRI_data/FRI_Scototaxis_ADAMS/gridded_commongarden_prescoto_daniela_september_6_2018_na_na_wallcam_ADAMS.csv,623.418,daniela,prescoto,ADAMS.csv,38.081000000000145,164.38099999999986,112.83299999999984,308.12300000000016,0.06108421636847211,0.263677019271179,0.18099092422740415,0.49424784013294476,97,19,31,20,27,22.677999999999997,0,15.118000000000002,12.318999999999999
scoto_FRI_data/FRI_Scototaxis_ADAMS/gridded_commongarden_prescoto_dawn_august_30_2018_na_na_doorcam_ADAMS.csv,624.18,dawn,prescoto,ADAMS.csv,23.255999999999858,50.951000000000064,218.75199999999984,331.2210000000002,0.03725848312986616,0.08162869685026766,0.3504630074657949,0.5306498125540713,108,16,15,39,38,59.641,0,62.722,4.481000000000002
scoto_FRI_data/FRI_Scototaxis_ADAMS/gridded_commongarden_prescoto_delfina_september_6_2018_na_na_doorcam_ADAMS.csv,639.2900000000001,delfina,prescoto,ADAMS.csv,36.80499999999999,71.36400000000009,73.60599999999994,457.515,0.05757168108370221,0.11163008963068417,0.1151371052261101,0.7156611240595034,71,10,20,16,25,12.038,0,6.84,29.481
scoto_FRI_data/FRI_Scototaxis_ADAMS/gridded_commongarden_prescoto_diana_august_30_2018_na_na_doorcam_ADAMS.csv,647.77,diana,prescoto,ADAMS.csv,13.47999999999999,158.178,19.036999999999978,457.075,0.020809855349892693,0.24418852370440125,0.02938851752936996,0.7056131034163361,39,2,15,5,17,197.91899999999998,0,136.32,10.599999999999994
scoto_FRI_data/FRI_Scototaxis_BALLARD/gridded_commongarden_prescoto_beatrice_july_10_2018_na_na_wallcam_BALLARD.csv,624.4609999999999,beatrice,prescoto,BALLARD.csv,48.003000000000014,219.894,52.68499999999986,303.8790000000001,0.07687109363114754,0.3521340804309637,0.08436875961829461,0.4866260663195942,68,15,24,11,18,145.87900000000002,0,148.959,12.32
scoto_FRI_data/FRI_Scototaxis_BALLARD/gridded_commongarden_prescoto_becca_july_13_2018_na_na_wallcam_BALLARD.csv,653.742,becca,prescoto,BALLARD.csv,0.5179999999999723,5.716000000000051,125.14600000000016,522.3619999999999,7.923615126456191e-4,0.008743510436839077,0.19143025841998856,0.7990338696305268,62,2,2,29,29,343.04200000000003,28.082000000000008,43.760000000000005,0
